id,pert,gene,label
Prpf38b_Ifi27,Prpf38b,Ifi27,none
Vps4b_Zfp697,Vps4b,Zfp697,none
Gins3_Gm5150,Gins3,Gm5150,none
Ss18_Fcgr2b,Ss18,Fcgr2b,none
Snx14_Pla2g4b,Snx14,Pla2g4b,none
Mettl3_Usp24,Mettl3,Usp24,none
Traf3_Pgk1,Traf3,Pgk1,none
Axin1_Cd36,Axin1,Cd36,up
Dohh_Il2rg,Dohh,Il2rg,none
Uvrag_Manba,Uvrag,Manba,none
Fzr1_Il6,Fzr1,Il6,up
Tnfrsf1a_Gm12279,Tnfrsf1a,Gm12279,none
Sptssa_Gm5150,Sptssa,Gm5150,none
Runx1_H2-Q7,Runx1,H2-Q7,none
Eif1ad_Gpnmb,Eif1ad,Gpnmb,none
Dpm1_Aif1,Dpm1,Aif1,down
Fbxo11_Zfand5,Fbxo11,Zfand5,up
Il10ra_Gpnmb,Il10ra,Gpnmb,none
Usp7_Polr2g,Usp7,Polr2g,up
Tcp1_Ddit3,Tcp1,Ddit3,none
Sec63_Gm5150,Sec63,Gm5150,none
Dpm3_Clec4a1,Dpm3,Clec4a1,none
Ints1_Creg1,Ints1,Creg1,none
Trem2_Stmn1,Trem2,Stmn1,down
Wdr48_Trim12c,Wdr48,Trim12c,none
Ints9_Ms4a6b,Ints9,Ms4a6b,down
Trappc1_Il1rn,Trappc1,Il1rn,down
Nop16_Cmpk2,Nop16,Cmpk2,up
Plrg1_Ahnak,Plrg1,Ahnak,up
Irf9_Ifi213,Irf9,Ifi213,down
Rb1_Gpnmb,Rb1,Gpnmb,none
Eif1ad_Gm41609,Eif1ad,Gm41609,none
Gtf2a2_Il1rn,Gtf2a2,Il1rn,down
Eif1ad_Pdia3,Eif1ad,Pdia3,down
Cbll1_Arhgap10,Cbll1,Arhgap10,none
Ppp2r2a_Cxcl2,Ppp2r2a,Cxcl2,none
Traf3_Tnfaip2,Traf3,Tnfaip2,up
Traf3_Mmp9,Traf3,Mmp9,up
Tirap_Cd69,Tirap,Cd69,none
Acin1_Psma6,Acin1,Psma6,none
Rc3h1_Crip1,Rc3h1,Crip1,none
Wdr61_Ddit3,Wdr61,Ddit3,none
Wdr70_Cmpk2,Wdr70,Cmpk2,none
Gins3_Pcp4l1,Gins3,Pcp4l1,up
Igbp1_Actb,Igbp1,Actb,down
Sbno2_Cd48,Sbno2,Cd48,none
Dync1i2_Gbe1,Dync1i2,Gbe1,up
Igbp1_Klhl24,Igbp1,Klhl24,none
Snrnp70_Gpr84,Snrnp70,Gpr84,none
Ptpn2_Rab43,Ptpn2,Rab43,up
Kat8_Sqstm1,Kat8,Sqstm1,none
Cnot2_Kctd12,Cnot2,Kctd12,none
Cdc42_Cd69,Cdc42,Cd69,none
Kat5_S100a6,Kat5,S100a6,down
Srsf7_Mthfs,Srsf7,Mthfs,up
Sec13_Ccng1,Sec13,Ccng1,up
Actl6a_Cacna1d,Actl6a,Cacna1d,up
Cul3_Procr,Cul3,Procr,up
Wtap_Car5b,Wtap,Car5b,none
Nfyc_Prr13,Nfyc,Prr13,down
Tyrobp_Gm17749,Tyrobp,Gm17749,none
Mafb_Pilra,Mafb,Pilra,up
Abi1_Cxcl10,Abi1,Cxcl10,up
Rpap2_Acod1,Rpap2,Acod1,down
Snrnp70_Ms4a6b,Snrnp70,Ms4a6b,down
Ticam2_Cep83,Ticam2,Cep83,up
Mbd2_H3f3b,Mbd2,H3f3b,none
Pias1_Slc16a3,Pias1,Slc16a3,none
Med20_Polr2a,Med20,Polr2a,up
Exoc5_Frmd4b,Exoc5,Frmd4b,none
Meaf6_Rcn1,Meaf6,Rcn1,none
Arih1_Mthfs,Arih1,Mthfs,none
Zfp207_Ms4a4c,Zfp207,Ms4a4c,down
Wdr70_Syngr1,Wdr70,Syngr1,none
Tirap_Armcx6,Tirap,Armcx6,none
Rpl4_Macir,Rpl4,Macir,up
Tbc1d10b_Lgals3,Tbc1d10b,Lgals3,up
Cbll1_Ccl4,Cbll1,Ccl4,down
Cul3_Atg4c,Cul3,Atg4c,none
Rpl10_Cd44,Rpl10,Cd44,up
Pfn1_Iigp1,Pfn1,Iigp1,up
Csnk1a1_Fcgr4,Csnk1a1,Fcgr4,none
Vps18_Rel,Vps18,Rel,none
Tmem258_Manf,Tmem258,Manf,up
Med25_H2az1,Med25,H2az1,up
Srsf10_Ifitm2,Srsf10,Ifitm2,none
Pgm3_Mtarc2,Pgm3,Mtarc2,none
Ing3_2810001A02Rik,Ing3,2810001A02Rik,none
Sart3_Snhg4,Sart3,Snhg4,up
Rragc_Pcna,Rragc,Pcna,none
Becn1_Gapdh,Becn1,Gapdh,none
Ints1_Hspa5,Ints1,Hspa5,none
Wdr36_S100a6,Wdr36,S100a6,none
Srsf7_Ppic,Srsf7,Ppic,none
Ppp2r1a_Ddit3,Ppp2r1a,Ddit3,none
Cmtr1_Irgm1,Cmtr1,Irgm1,up
Ylpm1_Gm26826,Ylpm1,Gm26826,none
Tsc2_Vat1,Tsc2,Vat1,up
Sbno2_Picalm,Sbno2,Picalm,up
Ndc80_Rabac1,Ndc80,Rabac1,none
Hnrnpu_Ebi3,Hnrnpu,Ebi3,none
Trem2_Ckb,Trem2,Ckb,down
Yrdc_Smpdl3a,Yrdc,Smpdl3a,up
Yeats4_Oasl1,Yeats4,Oasl1,down
Naa35_Blvrb,Naa35,Blvrb,none
Cct2_Cmpk2,Cct2,Cmpk2,up
Ing3_Aif1,Ing3,Aif1,down
Toe1_Gusb,Toe1,Gusb,up
Bag6_Mxd1,Bag6,Mxd1,up
Cct5_Prdx5,Cct5,Prdx5,down
Runx1_Glipr1,Runx1,Glipr1,down
Dda1_Cfb,Dda1,Cfb,down
Uvrag_Pf4,Uvrag,Pf4,down
Tln1_Pilra,Tln1,Pilra,down
Rcl1_Oasl1,Rcl1,Oasl1,down
Chmp6_Cmpk2,Chmp6,Cmpk2,up
Arpc2_D330041H03Rik,Arpc2,D330041H03Rik,none
Rps19_Btg1,Rps19,Btg1,none
Pfn1_Saa3,Pfn1,Saa3,none
Pfdn6_Gsta3,Pfdn6,Gsta3,none
Chmp3_Rin2,Chmp3,Rin2,up
Tirap_Psma6,Tirap,Psma6,down
Mbd2_Msrb1,Mbd2,Msrb1,none
Smg5_Tdrkh,Smg5,Tdrkh,none
Rps3_Nampt,Rps3,Nampt,up
Ly96_Il1b,Ly96,Il1b,down
Ikzf1_Creg1,Ikzf1,Creg1,none
Prpf38b_Ahnak,Prpf38b,Ahnak,up
Chd4_Gbf1,Chd4,Gbf1,none
Pias1_Tpi1,Pias1,Tpi1,none
Med29_Cd81,Med29,Cd81,up
Jtb_Ctsl,Jtb,Ctsl,none
Nkap_Asb11,Nkap,Asb11,none
Igbp1_Plaur,Igbp1,Plaur,up
Hyou1_Ckb,Hyou1,Ckb,down
Nfyc_Tes,Nfyc,Tes,down
Usp7_Kctd12,Usp7,Kctd12,up
Cdc42_Cd9,Cdc42,Cd9,up
Nfyc_Pdcd4,Nfyc,Pdcd4,up
Smarcd2_Ezr,Smarcd2,Ezr,none
Snrnp70_Cyb5r1,Snrnp70,Cyb5r1,none
Rbck1_H2aj,Rbck1,H2aj,none
Clp1_Ccrl2,Clp1,Ccrl2,none
Actr2_Fcgr2b,Actr2,Fcgr2b,none
Gins3_Gsto1,Gins3,Gsto1,none
Tyrobp_Sec11c,Tyrobp,Sec11c,down
Sbno2_Akap13,Sbno2,Akap13,up
Gpn2_Syngr1,Gpn2,Syngr1,up
Ints1_Folr2,Ints1,Folr2,up
Il10rb_Socs3,Il10rb,Socs3,down
Smarcd2_Gm5150,Smarcd2,Gm5150,up
Dido1_Selenow,Dido1,Selenow,none
Zfp207_Kremen1,Zfp207,Kremen1,none
Sptssa_Fcgr4,Sptssa,Fcgr4,none
Vps39_Gpnmb,Vps39,Gpnmb,up
Wdr70_Arhgap6,Wdr70,Arhgap6,up
Hars_Atf5,Hars,Atf5,up
Copz1_Calhm6,Copz1,Calhm6,none
Actr2_Adgre5,Actr2,Adgre5,none
Tyrobp_Ckb,Tyrobp,Ckb,down
Fth1_Brd2,Fth1,Brd2,none
Sart3_Mypop,Sart3,Mypop,none
Rtf1_Klf6,Rtf1,Klf6,none
Rbm15_Ms4a6b,Rbm15,Ms4a6b,down
Kin_Ms4a6b,Kin,Ms4a6b,none
Cwc25_Sqstm1,Cwc25,Sqstm1,none
Sptlc1_Adssl1,Sptlc1,Adssl1,none
Rps5_Frrs1,Rps5,Frrs1,none
Tyk2_Ifi47,Tyk2,Ifi47,down
Tut1_Lgals3,Tut1,Lgals3,up
Pfn1_Fap,Pfn1,Fap,none
Mtor_Pgk1,Mtor,Pgk1,down
Ddost_Wnt9a,Ddost,Wnt9a,none
Smg5_1110038B12Rik,Smg5,1110038B12Rik,up
Atp6v1a_Sephs2,Atp6v1a,Sephs2,none
Kars_Cd69,Kars,Cd69,none
Dido1_2410017I17Rik,Dido1,2410017I17Rik,up
Rpl26_Nampt,Rpl26,Nampt,up
Snrnp27_Maf,Snrnp27,Maf,none
Suz12_Rbms1,Suz12,Rbms1,none
Dph3_Bst1,Dph3,Bst1,none
Cog8_Creg1,Cog8,Creg1,none
2310011J03Rik_Snhg4,2310011J03Rik,Snhg4,none
Atg101_Sqstm1,Atg101,Sqstm1,up
Bag6_Sec11c,Bag6,Sec11c,up
Sec62_Sec24a,Sec62,Sec24a,none
Ylpm1_Gpnmb,Ylpm1,Gpnmb,none
Gtf2a2_Zfp512,Gtf2a2,Zfp512,none
Emc3_Tnfaip8l2,Emc3,Tnfaip8l2,none
Spop_S100a11,Spop,S100a11,up
Fth1_Taldo1,Fth1,Taldo1,up
Ash2l_Slamf6,Ash2l,Slamf6,none
Tbc1d10b_Bpnt2,Tbc1d10b,Bpnt2,none
Rnf40_Pou3f1,Rnf40,Pou3f1,up
Spout1_4930568A12Rik,Spout1,4930568A12Rik,none
Cog8_Lipa,Cog8,Lipa,up
Sptlc1_Stx3,Sptlc1,Stx3,up
Tgif1_Gm41609,Tgif1,Gm41609,up
Tnpo3_Dnajc3,Tnpo3,Dnajc3,none
Ptpa_Rassf5,Ptpa,Rassf5,none
Ppp2r1a_Ifit3b,Ppp2r1a,Ifit3b,up
Zfp36_Ifrd1,Zfp36,Ifrd1,down
Rb1_Pola1,Rb1,Pola1,up
Kdm1a_Atp6v0d2,Kdm1a,Atp6v0d2,none
Myc_Gsto1,Myc,Gsto1,down
Ddost_Clec4d,Ddost,Clec4d,none
Chmp6_Ifit2,Chmp6,Ifit2,up
Ikzf1_Slfn1,Ikzf1,Slfn1,none
Snx14_Mmp12,Snx14,Mmp12,up
Mideas_Odc1,Mideas,Odc1,none
Hspa4_Lpin2,Hspa4,Lpin2,none
Tardbp_Polr2g,Tardbp,Polr2g,up
Ndc80_Folr2,Ndc80,Folr2,none
Aip_Edil3,Aip,Edil3,up
Kras_Fzd1,Kras,Fzd1,up
Sfpq_Ctsh,Sfpq,Ctsh,up
Rpl26_C1qb,Rpl26,C1qb,none
Rtf1_Ifitm6,Rtf1,Ifitm6,none
Mcm4_Zfp263,Mcm4,Zfp263,none
Dpm1_Psma6,Dpm1,Psma6,none
Pafah1b1_Eid1,Pafah1b1,Eid1,none
Rheb_Rnasek,Rheb,Rnasek,none
Bag6_H2-Q7,Bag6,H2-Q7,none
Nelfa_Chchd10,Nelfa,Chchd10,none
Mbtps2_Srebf2,Mbtps2,Srebf2,down
Zbtb17_Lrrfip2,Zbtb17,Lrrfip2,up
Cd14_Ctnna3,Cd14,Ctnna3,none
Ttc1_Cxcl2,Ttc1,Cxcl2,up
Mphosph10_Malt1,Mphosph10,Malt1,none
Uvrag_Card19,Uvrag,Card19,none
Wtap_Msrb1,Wtap,Msrb1,none
Rpl10_Foxp1,Rpl10,Foxp1,none
Tut1_Cenpa,Tut1,Cenpa,none
Atp6v0e_Fam227a,Atp6v0e,Fam227a,none
Hdac3_Akr1a1,Hdac3,Akr1a1,up
Dpm2_Hsp90b1,Dpm2,Hsp90b1,up
Paf1_Gbe1,Paf1,Gbe1,none
Rpl35_Rapgef5,Rpl35,Rapgef5,none
Sec13_Cd36,Sec13,Cd36,none
Rpl10_Klhl24,Rpl10,Klhl24,none
Meaf6_Tshz1,Meaf6,Tshz1,up
Sbno2_Saa3,Sbno2,Saa3,none
Ube2m_Rnf128,Ube2m,Rnf128,up
Daxx_Ifnb1,Daxx,Ifnb1,up
Dpy30_Arl5c,Dpy30,Arl5c,down
Eif4a1_Smox,Eif4a1,Smox,none
Ankrd11_Hcar2,Ankrd11,Hcar2,down
Kat8_Hp,Kat8,Hp,none
Dohh_H2-T22,Dohh,H2-T22,none
Kin_Efr3b,Kin,Efr3b,up
Cnot2_Cd69,Cnot2,Cd69,up
Sec63_Ccl9,Sec63,Ccl9,none
Uvrag_C3,Uvrag,C3,down
Cct5_Tubb6,Cct5,Tubb6,up
Rpl4_Polr2a,Rpl4,Polr2a,none
Smarcd2_Saa3,Smarcd2,Saa3,down
Cct5_Mmp9,Cct5,Mmp9,up
Spc24_Ago3,Spc24,Ago3,down
Dpm1_Cd48,Dpm1,Cd48,none
Hnrnpu_Lipa,Hnrnpu,Lipa,up
Ints9_Gusb,Ints9,Gusb,up
Dido1_Mylip,Dido1,Mylip,none
Cdc42_Arl2,Cdc42,Arl2,none
Pfdn6_Creg1,Pfdn6,Creg1,up
Med20_Hk2,Med20,Hk2,none
Virma_B3gnt8,Virma,B3gnt8,up
Otud5_Ifitm2,Otud5,Ifitm2,up
Vps33a_Tent5a,Vps33a,Tent5a,none
Atg101_Il6,Atg101,Il6,up
Ikbkb_Mutyh,Ikbkb,Mutyh,none
Hira_Bcl2a1d,Hira,Bcl2a1d,down
Usp7_Acod1,Usp7,Acod1,down
Daxx_Psma6,Daxx,Psma6,none
Tyrobp_Anxa2,Tyrobp,Anxa2,down
Bap1_Cmpk2,Bap1,Cmpk2,none
Phb2_Cxcl2,Phb2,Cxcl2,none
Pfdn6_Cd72,Pfdn6,Cd72,none
Atg101_Erich2os,Atg101,Erich2os,none
Fli1_Sec11c,Fli1,Sec11c,up
Rps3_Selenow,Rps3,Selenow,down
Eif1ad_Hcar2,Eif1ad,Hcar2,none
Irf2_Rcbtb1,Irf2,Rcbtb1,up
Ptpa_C3,Ptpa,C3,none
Cbfb_Mmp14,Cbfb,Mmp14,down
Stk11_Prdx1,Stk11,Prdx1,none
Ddx41_Mgat4b,Ddx41,Mgat4b,none
Vps41_Syngr1,Vps41,Syngr1,up
Rpl35_Creg1,Rpl35,Creg1,none
Egln1_Abca1,Egln1,Abca1,none
Ddx6_Ddx60,Ddx6,Ddx60,none
Pdcd10_Plaur,Pdcd10,Plaur,up
Tlr4_H2-Q7,Tlr4,H2-Q7,none
Prpf40a_Pgm1,Prpf40a,Pgm1,none
Cct3_Mmp9,Cct3,Mmp9,up
Pten_Syngr1,Pten,Syngr1,up
Axin1_Rbm15,Axin1,Rbm15,none
Scap_Pmp22,Scap,Pmp22,up
Mms22l_Mt1,Mms22l,Mt1,up
Atg101_Trim30c,Atg101,Trim30c,up
Mphosph10_H3f3b,Mphosph10,H3f3b,none
Ncbp1_Lrrc27,Ncbp1,Lrrc27,up
Zbtb17_Fcgr2b,Zbtb17,Fcgr2b,none
Atg101_Marcks,Atg101,Marcks,none
Ly96_Cfp,Ly96,Cfp,none
Dync1i2_Tlr2,Dync1i2,Tlr2,up
Sptssa_Serpinb6b,Sptssa,Serpinb6b,none
Wdr43_Ybx3,Wdr43,Ybx3,none
Tnpo3_Gclm,Tnpo3,Gclm,up
Rps3_Acod1,Rps3,Acod1,down
Vps41_Fam118b,Vps41,Fam118b,none
Ube4b_Gm42717,Ube4b,Gm42717,none
Kdsr_Actb,Kdsr,Actb,down
Xpo1_Hsp90ab1,Xpo1,Hsp90ab1,none
Gins3_Rabac1,Gins3,Rabac1,none
Ddx18_Dzank1,Ddx18,Dzank1,none
Stk11_Pf4,Stk11,Pf4,up
Cnot2_Ms4a4c,Cnot2,Ms4a4c,none
Mau2_St3gal5,Mau2,St3gal5,down
Rhoa_Gm20125,Rhoa,Gm20125,none
Bap1_Selenow,Bap1,Selenow,none
Plrg1_Gmnn,Plrg1,Gmnn,none
Rptor_Dock10,Rptor,Dock10,up
Uvrag_Mmp12,Uvrag,Mmp12,up
Plrg1_Lgals3,Plrg1,Lgals3,up
Pafah1b1_Dgkd,Pafah1b1,Dgkd,none
Mideas_Cfb,Mideas,Cfb,none
Wdr48_Cxcl10,Wdr48,Cxcl10,none
Nolc1_Smpdl3a,Nolc1,Smpdl3a,none
Irf2_Cadps,Irf2,Cadps,none
Abi1_Irf1,Abi1,Irf1,up
Ncbp1_Cd63,Ncbp1,Cd63,up
Xpo1_Hmgn1,Xpo1,Hmgn1,up
Cct7_Npy,Cct7,Npy,none
Tpt1_Nucb2,Tpt1,Nucb2,none
Sptssa_ENSMUSG00000121485,Sptssa,ENSMUSG00000121485,down
Jtb_Pilra,Jtb,Pilra,none
Tubg1_Ms4a6b,Tubg1,Ms4a6b,down
Dpy30_Pcdh7,Dpy30,Pcdh7,up
Msto1_Taf12,Msto1,Taf12,up
Hdac3_Cd9,Hdac3,Cd9,up
Exoc5_Hsd17b10,Exoc5,Hsd17b10,none
Rel_Bcl2a1d,Rel,Bcl2a1d,down
Nkap_Synj2,Nkap,Synj2,none
Ddx6_Abca1,Ddx6,Abca1,none
Zfp710_S100a11,Zfp710,S100a11,up
Ppp2r3c_Blvrb,Ppp2r3c,Blvrb,none
Sephs1_Cyb5r1,Sephs1,Cyb5r1,none
Eftud2_Maf,Eftud2,Maf,none
Kdm1a_Polr2g,Kdm1a,Polr2g,none
Cop1_Actb,Cop1,Actb,none
Eftud2_Snhg3,Eftud2,Snhg3,up
Clp1_H2-Q7,Clp1,H2-Q7,none
Srcap_D6Wsu163e,Srcap,D6Wsu163e,none
Ppp2r1a_Il6,Ppp2r1a,Il6,none
Cop1_Ms4a4c,Cop1,Ms4a4c,down
Il10ra_Marchf1,Il10ra,Marchf1,down
Ndc80_Lgals3,Ndc80,Lgals3,none
Rpp21_Kif4,Rpp21,Kif4,none
Vps4b_Rsad2,Vps4b,Rsad2,up
Wdr48_Cep83,Wdr48,Cep83,none
Irf2_Polr2g,Irf2,Polr2g,up
Kat5_Cd9,Kat5,Cd9,none
Uxt_Il15,Uxt,Il15,up
Mbd2_Ms4a4c,Mbd2,Ms4a4c,none
Sars_Krtcap2,Sars,Krtcap2,up
Pfdn6_Acod1,Pfdn6,Acod1,down
Sptssa_Vcan,Sptssa,Vcan,up
Junb_Spryd7,Junb,Spryd7,none
Tpt1_Lmo2,Tpt1,Lmo2,none
Ankrd11_Cotl1,Ankrd11,Cotl1,none
Snx13_Cdk5rap1,Snx13,Cdk5rap1,none
Rps3_Tbc1d9,Rps3,Tbc1d9,none
Arpc2_Il1rn,Arpc2,Il1rn,none
Actr6_Aimp2,Actr6,Aimp2,none
Bcl6_Cd164,Bcl6,Cd164,up
Wdr48_Actb,Wdr48,Actb,none
Rps3_1110038B12Rik,Rps3,1110038B12Rik,up
Rpl35_Tcf4,Rpl35,Tcf4,up
Prdm1_Aif1,Prdm1,Aif1,none
Rpl35_Mir22hg,Rpl35,Mir22hg,up
Mcm4_Tes,Mcm4,Tes,none
Cdc123_Mthfd2,Cdc123,Mthfd2,up
Rpn2_Hsp90b1,Rpn2,Hsp90b1,up
Rrp1_Tlr2,Rrp1,Tlr2,up
Snx13_Creg1,Snx13,Creg1,up
Snapc3_Gm57450,Snapc3,Gm57450,up
Sptlc1_Il1a,Sptlc1,Il1a,none
Snx14_Gpnmb,Snx14,Gpnmb,up
Wdr48_Ddit3,Wdr48,Ddit3,none
Nipbl_Ppdpf,Nipbl,Ppdpf,none
Ppp2r2a_Icam1,Ppp2r2a,Icam1,none
Gosr2_Slamf7,Gosr2,Slamf7,none
Nolc1_Fcgr2b,Nolc1,Fcgr2b,down
Hyou1_Rnf213,Hyou1,Rnf213,none
Rpl26_H3f3b,Rpl26,H3f3b,up
Strap_Ctsl,Strap,Ctsl,none
Tbc1d10b_Myo1e,Tbc1d10b,Myo1e,none
Oxsr1_Actb,Oxsr1,Actb,none
Rc3h1_Dnmt3l,Rc3h1,Dnmt3l,none
Mbd2_Acod1,Mbd2,Acod1,none
Yy1_Cd14,Yy1,Cd14,none
Stk11_Nedd9,Stk11,Nedd9,none
Csnk1a1_Eif4a2,Csnk1a1,Eif4a2,none
Cct5_Fcgr2b,Cct5,Fcgr2b,down
Wdr36_Ccr5,Wdr36,Ccr5,none
Nkap_Lgals3,Nkap,Lgals3,up
Ddx5_Alox5ap,Ddx5,Alox5ap,none
Tgif1_Fcgr2b,Tgif1,Fcgr2b,none
Wdr5_AA467197,Wdr5,AA467197,down
Tubg1_Sqstm1,Tubg1,Sqstm1,none
Trem2_Cmpk2,Trem2,Cmpk2,none
Ifnar1_Prdx4,Ifnar1,Prdx4,none
Cd14_Rin2,Cd14,Rin2,down
Srcap_Hilpda,Srcap,Hilpda,none
Cct7_Fcgr2b,Cct7,Fcgr2b,down
Xpo1_Cxcr4,Xpo1,Cxcr4,up
Alg2_Pdia3,Alg2,Pdia3,up
Tnpo3_Il15,Tnpo3,Il15,none
Mbd2_Cfp,Mbd2,Cfp,none
Il10rb_Ctla2a,Il10rb,Ctla2a,none
Tpt1_Alcam,Tpt1,Alcam,none
Mapk14_Ifnb1,Mapk14,Ifnb1,none
Chmp5_Selenop,Chmp5,Selenop,none
Fbxo11_Cd300e,Fbxo11,Cd300e,up
Cwc25_Pcdh7,Cwc25,Pcdh7,up
Pfn1_Pdia3,Pfn1,Pdia3,none
Psmg4_Mmp12,Psmg4,Mmp12,up
Heatr1_Ifih1,Heatr1,Ifih1,up
Cul1_Neat1,Cul1,Neat1,none
Dcaf13_Hsp90b1,Dcaf13,Hsp90b1,down
Ctcf_Misp,Ctcf,Misp,none
Prpf38b_S100a10,Prpf38b,S100a10,up
Med20_Pdia3,Med20,Pdia3,none
Xpo1_Slc16a6,Xpo1,Slc16a6,up
Atp6v0e_Ifit1bl2,Atp6v0e,Ifit1bl2,none
Rb1cc1_Pf4,Rb1cc1,Pf4,none
Tln1_Gpnmb,Tln1,Gpnmb,up
Cul3_Gsta3,Cul3,Gsta3,up
Trrap_Trim12c,Trrap,Trim12c,up
Nelfa_Rsad2,Nelfa,Rsad2,up
Pten_Abca1,Pten,Abca1,none
Cog5_Cd300c2,Cog5,Cd300c2,none
Rb1cc1_Creg1,Rb1cc1,Creg1,up
Arid1a_Il15,Arid1a,Il15,none
Nkap_Acod1,Nkap,Acod1,down
Axin1_Hacd3,Axin1,Hacd3,up
Scap_Gde1,Scap,Gde1,up
Brd2_Piezo1,Brd2,Piezo1,up
Csnk1a1_Syngr1,Csnk1a1,Syngr1,up
Ddx6_Gbp8,Ddx6,Gbp8,none
Exosc7_Lmna,Exosc7,Lmna,none
Yy1_Clec7a,Yy1,Clec7a,up
Cct3_Cmpk2,Cct3,Cmpk2,up
Egln1_Pdia3,Egln1,Pdia3,none
Srrd_Sqstm1,Srrd,Sqstm1,up
Spc24_Creld2,Spc24,Creld2,down
Dpm2_Mtdh,Dpm2,Mtdh,none
Sfpq_H2-Q7,Sfpq,H2-Q7,up
Rps3_Neat1,Rps3,Neat1,none
Virma_Lipa,Virma,Lipa,up
Usp9x_Chchd10,Usp9x,Chchd10,up
Rheb_Vma21,Rheb,Vma21,down
Arid1a_Plcb3,Arid1a,Plcb3,none
Rps5_Lct,Rps5,Lct,none
Srsf1_Pdia3,Srsf1,Pdia3,none
Rela_Gsta3,Rela,Gsta3,none
Slc7a6os_Comtd1,Slc7a6os,Comtd1,up
Srrd_Pnp,Srrd,Pnp,none
Cct4_Klhl5,Cct4,Klhl5,none
Tnfaip3_Procr,Tnfaip3,Procr,up
Tnfrsf1a_Hspa5,Tnfrsf1a,Hspa5,none
Dido1_Tcf7l2,Dido1,Tcf7l2,none
Ankrd11_Irgm1,Ankrd11,Irgm1,none
Tsc2_AA467197,Tsc2,AA467197,none
Cbfb_Emilin2,Cbfb,Emilin2,none
Clp1_Selenow,Clp1,Selenow,down
Gspt1_Pnp,Gspt1,Pnp,none
Ppp2r3c_Fcgr2b,Ppp2r3c,Fcgr2b,up
Rps19_Fos,Rps19,Fos,none
Jtb_Hspa5,Jtb,Hspa5,up
Cpsf4_Ifi205,Cpsf4,Ifi205,down
Med29_Serinc3,Med29,Serinc3,up
Nckap1l_Tnfsf9,Nckap1l,Tnfsf9,none
Hsp90ab1_Ebi3,Hsp90ab1,Ebi3,none
Mnt_Exosc5,Mnt,Exosc5,up
Rhoa_Gm5150,Rhoa,Gm5150,down
Cog3_Gm16096,Cog3,Gm16096,none
Prpf38b_Ifitm6,Prpf38b,Ifitm6,up
Wdr43_Marcks,Wdr43,Marcks,up
Brd2_Mppe1,Brd2,Mppe1,none
Gins4_Mxd1,Gins4,Mxd1,none
Ehmt2_Slfn1,Ehmt2,Slfn1,none
Ikbkb_Mt1,Ikbkb,Mt1,none
Usp39_Mdn1,Usp39,Mdn1,none
Spc24_Actb,Spc24,Actb,none
Sbno2_Gusb,Sbno2,Gusb,none
Tirap_Col18a1,Tirap,Col18a1,none
Rpp21_Nme1,Rpp21,Nme1,none
Il10ra_Rpn1,Il10ra,Rpn1,none
Mbtps2_Calr,Mbtps2,Calr,down
Nfyc_Pttg1,Nfyc,Pttg1,down
Kars_Smpdl3a,Kars,Smpdl3a,up
Irf9_Mmp12,Irf9,Mmp12,none
Rheb_Ccl7,Rheb,Ccl7,down
Polr1f_Rrn3,Polr1f,Rrn3,none
Sec13_Tnc,Sec13,Tnc,none
Actr10_Ifi27,Actr10,Ifi27,none
Cbll1_Agpat2,Cbll1,Agpat2,up
Ints9_Fap,Ints9,Fap,up
Cnot2_Cmpk2,Cnot2,Cmpk2,up
Gins2_Anxa1,Gins2,Anxa1,none
Ptpn11_Ckb,Ptpn11,Ckb,down
Tbc1d10b_Cd180,Tbc1d10b,Cd180,up
Eif2s1_Batf,Eif2s1,Batf,none
Ehmt2_Xylt2,Ehmt2,Xylt2,down
Ptpn11_Fnbp1l,Ptpn11,Fnbp1l,none
Kdm1a_Mmp12,Kdm1a,Mmp12,none
Oxsr1_6530402F18Rik,Oxsr1,6530402F18Rik,none
Sfpq_Ctla2a,Sfpq,Ctla2a,up
Spop_Col18a1,Spop,Col18a1,up
Uvrag_Atp6v0d2,Uvrag,Atp6v0d2,up
Tsc2_Gm34961,Tsc2,Gm34961,none
Nrbp1_Anxa1,Nrbp1,Anxa1,up
Jak1_Akr1a1,Jak1,Akr1a1,none
Cct5_Sec11c,Cct5,Sec11c,none
Urm1_Rhoc,Urm1,Rhoc,none
Rtf1_Ifitm2,Rtf1,Ifitm2,none
Tpr_Crim1,Tpr,Crim1,none
Ppp2r3c_Ccrl2,Ppp2r3c,Ccrl2,none
Cog5_AU020206,Cog5,AU020206,none
Vps72_Actb,Vps72,Actb,none
Tubg1_Ccl7,Tubg1,Ccl7,none
Nipbl_Creg1,Nipbl,Creg1,up
Pias1_Cxcl14,Pias1,Cxcl14,up
Vps33a_Gpnmb,Vps33a,Gpnmb,up
Dnajc8_H2ac24,Dnajc8,H2ac24,none
Ing3_Ccdc96,Ing3,Ccdc96,none
Sfpq_Ccdc62,Sfpq,Ccdc62,none
Spout1_Sqstm1,Spout1,Sqstm1,none
Ttc1_Btg1,Ttc1,Btg1,up
Rpl4_Cfb,Rpl4,Cfb,none
Oxsr1_Mmp12,Oxsr1,Mmp12,none
Rpl35_Gbp5,Rpl35,Gbp5,up
Ddost_Psma6,Ddost,Psma6,down
Top3a_Cd83,Top3a,Cd83,up
Rpn1_Cd36,Rpn1,Cd36,none
Wdr5_Timp2,Wdr5,Timp2,up
